# <Transmitter Set: Tx: 15 Tx3 - Point 1>
# <Rx values>
1,3.78423e-06,4.40247e-08,2.68284e-06,1.20841e-06,1.71285e-06,3.29481e-06,5.8932e-07,3.11872e-06
2,2.62609e-06,-2.0275e-06,3.23221e-06,4.13483e-07,3.33604e-06,1.34398e-06,1.34854e-06,2.73031e-06
3,1.61153e-06,-2.37416e-06,3.27252e-06,-1.88427e-06,2.87933e-06,-1.5108e-07,3.17976e-06,1.99577e-06
4,5.25823e-07,-3.52156e-06,1.26932e-06,-2.93952e-06,3.10818e-06,-1.23993e-06,3.45841e-06,-4.87043e-07
5,-1.91196e-06,-3.05366e-06,3.53306e-07,-2.88467e-06,1.84809e-06,-3.26422e-06,2.46684e-06,-1.42777e-06
6,-2.48334e-06,-1.44621e-06,-1.33263e-06,-3.36798e-06,-2.79476e-07,-3.08019e-06,2.1528e-06,-2.67138e-06
7,-3.10661e-06,-7.46554e-07,-3.1091e-06,-1.64842e-06,-1.03945e-06,-2.77632e-06,-6.03704e-08,-3.70647e-06
8,-3.40352e-06,1.48819e-06,-2.82233e-06,-1.55223e-07,-2.88332e-06,-2.26651e-06,-1.64134e-06,-2.50505e-06
9,-1.56949e-06,2.73776e-06,-3.17178e-06,8.76249e-07,-3.42264e-06,1.06647e-07,-2.27495e-06,-2.01924e-06
10,-6.78129e-07,2.79738e-06,-2.17069e-06,2.99193e-06,-2.5702e-06,1.12857e-06,-3.66342e-06,-5.00847e-07
11,9.28436e-07,3.4765e-06,-8.05386e-08,3.05658e-06,-2.40382e-06,2.38453e-06,-2.84174e-06,1.72063e-06
12,2.8793e-06,1.99318e-06,7.03793e-07,2.86599e-06,-3.57524e-07,3.64383e-06,-1.7895e-06,2.17147e-06
13,2.78332e-06,4.95443e-07,2.5926e-06,2.57718e-06,1.31976e-06,2.66055e-06,-9.36194e-07,3.34727e-06
14,3.26832e-06,-4.94446e-07,3.4039e-06,3.00207e-07,2.01834e-06,2.27267e-06,1.50462e-06,3.28402e-06
15,2.52943e-06,-2.7264e-06,2.69902e-06,-8.10112e-07,3.57911e-06,9.27388e-07,2.34316e-06,1.70879e-06
16,4.55968e-07,-3.05646e-06,2.69174e-06,-2.09584e-06,3.03382e-06,-1.36897e-06,2.94638e-06,1.07949e-06
17,-3.64649e-07,-2.97037e-06,8.02669e-07,-3.60776e-06,2.05599e-06,-1.9552e-06,3.57904e-06,-1.0143e-06
18,-2.29793e-06,-2.90953e-06,-1.00254e-06,-2.84365e-06,1.34036e-06,-3.24297e-06,1.93867e-06,-2.59336e-06
19,-3.40793e-06,-7.28056e-07,-1.76867e-06,-2.53407e-06,-1.10682e-06,-3.4834e-06,9.59236e-07,-2.72019e-06
20,-2.84866e-06,5.05924e-07,-3.49874e-06,-1.36839e-06,-2.15969e-06,-2.01974e-06,-4.67404e-07,-3.56678e-06
21,-2.97276e-06,1.81472e-06,-3.24991e-06,1.011e-06,-2.85833e-06,-1.43932e-06,-2.65987e-06,-2.42481e-06
22,-1.25307e-06,3.56855e-06,-2.33159e-06,1.75805e-06,-3.74162e-06,5.96859e-07,-2.8067e-06,-7.98459e-07
23,6.87258e-07,3.03994e-06,-1.735e-06,3.14351e-06,-2.29264e-06,2.39975e-06,-3.31308e-06,1.17835e-07
24,1.53485e-06,2.78739e-06,7.10368e-07,3.68216e-06,-1.29618e-06,2.67311e-06,-2.93602e-06,2.41871e-06
25,3.41075e-06,1.79472e-06,1.98536e-06,2.32905e-06,6.65766e-08,3.68654e-06,-8.39593e-07,3.12763e-06
26,3.45909e-06,-6.57241e-07,2.76822e-06,1.78187e-06,2.43067e-06,2.79504e-06,8.3573e-08,3.04218e-06
27,2.58882e-06,-1.5722e-06,3.88949e-06,-1.81361e-07,2.80233e-06,1.13849e-06,1.95036e-06,3.22405e-06
28,2.10053e-06,-3.02377e-06,2.64065e-06,-2.21031e-06,3.39842e-06,2.33809e-07,3.44306e-06,1.19415e-06
29,-3.10092e-07,-3.85264e-06,1.60218e-06,-2.62571e-06,3.27685e-06,-2.1374e-06,3.00047e-06,-2.69232e-07
