# <Transmitter Set: Tx: 11 Tx - Point 1>
# <Rx values>
1,-2.7427e-06,2.26847e-06,5.57558e-07,1.67805e-06,1.22129e-06,-1.15294e-06,-2.41165e-06,-1.68988e-06
2,2.254e-06,2.76241e-06,8.68542e-07,-1.29696e-08,-2.16813e-06,-1.50919e-06,-9.24706e-07,1.50459e-06
3,2.17884e-06,-1.29311e-06,-3.8057e-07,-4.66329e-07,-1.61947e-06,2.61293e-06,2.86948e-07,-3.77365e-07
4,-3.85483e-07,-1.18603e-06,-4.65215e-07,1.3967e-06,2.01423e-06,1.1821e-06,-1.48288e-06,3.43637e-07
5,6.03911e-08,1.89788e-07,2.09281e-06,8.06044e-07,1.74031e-07,-8.46588e-07,5.30028e-08,2.04771e-06
6,6.99546e-07,-6.4336e-07,1.10903e-06,-2.0692e-06,9.23703e-08,1.33547e-06,1.89733e-06,5.53867e-07
7,-1.12652e-07,-1.53637e-06,-1.24842e-06,-5.65573e-07,2.67581e-06,-4.44975e-07,8.77176e-07,-1.15093e-06
8,-1.84852e-06,-7.73988e-07,1.08501e-06,9.33098e-08,-1.43422e-07,-2.90653e-06,-5.68894e-07,-6.55663e-07
9,-8.05687e-07,1.13789e-06,-5.1116e-07,-2.91674e-06,-1.963e-06,-4.24879e-07,1.68538e-07,1.04087e-06
10,-3.72907e-08,-4.96448e-07,-3.7161e-06,1.53315e-07,-3.76405e-07,8.33414e-07,2.368e-06,-1.18151e-06
11,-2.4573e-06,4.61274e-07,-3.84778e-07,3.06754e-06,5.37659e-07,-5.28117e-07,-1.38919e-06,-3.49661e-06
12,3.17825e-08,3.81453e-06,1.59398e-06,7.88898e-08,-1.30559e-06,-1.37852e-06,-3.58324e-06,8.07913e-07
13,3.58261e-06,2.32894e-07,-8.66867e-07,-5.91164e-07,-2.72806e-06,1.19773e-06,4.79096e-07,2.25264e-06
14,-3.60279e-07,-2.18233e-06,-9.62762e-07,1.37205e-06,6.06003e-07,3.24621e-06,2.56099e-07,-9.62464e-07
15,-1.21322e-06,1.40596e-06,9.88138e-07,1.97603e-06,2.21115e-06,-4.56729e-07,-1.6399e-06,9.33802e-07
16,1.93902e-06,1.3487e-06,2.19633e-06,-1.58697e-07,-1.11662e-06,-5.18935e-07,7.57699e-07,1.65707e-06
